"location","variable","estimate","year","trait1","trait2","trait3","trait4","trait5","trait6"
"Seattle city, Washington","S0802_C03_060",2.9,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Public administration",NA
"Seattle city, Washington","S0802_C03_061",0,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","INDUSTRY","Armed forces",NA
"Seattle city, Washington","S0802_C03_062",79.4,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","CLASS OF WORKER","Private wage and salary workers",NA
"Seattle city, Washington","S0802_C03_063",12,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","CLASS OF WORKER","Government workers",NA
"Seattle city, Washington","S0802_C03_064",8.6,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","CLASS OF WORKER","Self-employed workers in own not incorporated business",NA
"Seattle city, Washington","S0802_C03_065",0,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","CLASS OF WORKER","Unpaid family workers",NA
"Seattle city, Washington","S0802_C03_066",98.1,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","PLACE OF WORK","Worked in state of residence",NA
"Seattle city, Washington","S0802_C03_067",91,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","PLACE OF WORK","Worked in state of residence","Worked in county of residence"
"Seattle city, Washington","S0802_C03_068",7.1,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","PLACE OF WORK","Worked in state of residence","Worked outside county of residence"
"Seattle city, Washington","S0802_C03_069",1.9,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","PLACE OF WORK","Worked outside state of residence",NA
"Seattle city, Washington","S0802_C03_070",30791,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home",NA,NA,NA
"Seattle city, Washington","S0802_C03_071",3.4,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","12:00 a.m. to 4:59 a.m.",NA
"Seattle city, Washington","S0802_C03_072",1.1,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","5:00 a.m. to 5:29 a.m.",NA
"Seattle city, Washington","S0802_C03_073",2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","5:30 a.m. to 5:59 a.m.",NA
"Seattle city, Washington","S0802_C03_074",8.6,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:00 a.m. to 6:29 a.m.",NA
"Seattle city, Washington","S0802_C03_075",10.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:30 a.m. to 6:59 a.m.",NA
"Seattle city, Washington","S0802_C03_076",16.5,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:00 a.m. to 7:29 a.m.",NA
"Seattle city, Washington","S0802_C03_077",11.7,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:30 a.m. to 7:59 a.m.",NA
"Seattle city, Washington","S0802_C03_078",11.1,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:00 a.m. to 8:29 a.m.",NA
"Seattle city, Washington","S0802_C03_079",9.4,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:30 a.m. to 8:59 a.m.",NA
"Seattle city, Washington","S0802_C03_080",26,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","9:00 a.m. to 11:59 p.m.",NA
"Seattle city, Washington","S0802_C03_081",5.1,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Less than 10 minutes",NA
"Seattle city, Washington","S0802_C03_082",7.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","10 to 14 minutes",NA
"Seattle city, Washington","S0802_C03_083",14.1,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","15 to 19 minutes",NA
"Seattle city, Washington","S0802_C03_084",15.5,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","20 to 24 minutes",NA
"Seattle city, Washington","S0802_C03_085",7.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","25 to 29 minutes",NA
"Seattle city, Washington","S0802_C03_086",24.3,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","30 to 34 minutes",NA
"Seattle city, Washington","S0802_C03_087",10.9,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","35 to 44 minutes",NA
"Seattle city, Washington","S0802_C03_088",10,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","45 to 59 minutes",NA
"Seattle city, Washington","S0802_C03_089",5.7,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","60 or more minutes",NA
"Seattle city, Washington","S0802_C03_090",28.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Mean travel time to work (minutes)",NA
"Seattle city, Washington","S0802_C03_091",30575,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households",NA,NA,NA
"Seattle city, Washington","S0802_C03_092",55.9,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households","HOUSING TENURE","Owner-occupied housing units",NA
"Seattle city, Washington","S0802_C03_093",44.1,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households","HOUSING TENURE","Renter-occupied housing units",NA
"Seattle city, Washington","S0802_C03_094",4.8,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households","VEHICLES AVAILABLE","No vehicle available",NA
"Seattle city, Washington","S0802_C03_095",36.2,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households","VEHICLES AVAILABLE","1 vehicle available",NA
"Seattle city, Washington","S0802_C03_096",39.6,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households","VEHICLES AVAILABLE","2 vehicles available",NA
"Seattle city, Washington","S0802_C03_097",19.5,2018,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over in households","VEHICLES AVAILABLE","3 or more vehicles available",NA
"Seattle city, Washington","S0802_C03_098",NA,2018,"Estimate","Car, truck, or van -- carpooled","PERCENT ALLOCATED","Means of transportation to work",NA,NA
"Seattle city, Washington","S0802_C03_099",NA,2018,"Estimate","Car, truck, or van -- carpooled","PERCENT ALLOCATED","Time of departure to go to work",NA,NA
"Seattle city, Washington","S0802_C03_100",NA,2018,"Estimate","Car, truck, or van -- carpooled","PERCENT ALLOCATED","Travel time to work",NA,NA
"Seattle city, Washington","S0802_C03_101",NA,2018,"Estimate","Car, truck, or van -- carpooled","PERCENT ALLOCATED","Vehicles available",NA,NA
"Seattle city, Washington","S0802_C04_001",102326,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over",NA,NA,NA
"Seattle city, Washington","S0802_C04_002",1.5,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","16 to 19 years",NA
"Seattle city, Washington","S0802_C04_003",11.5,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","20 to 24 years",NA
"Seattle city, Washington","S0802_C04_004",65.1,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","25 to 44 years",NA
"Seattle city, Washington","S0802_C04_005",9.9,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","45 to 54 years",NA
"Seattle city, Washington","S0802_C04_006",5.2,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","55 to 59 years",NA
"Seattle city, Washington","S0802_C04_007",6.7,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","60 years and over",NA
"Seattle city, Washington","S0802_C04_008",33.3,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","AGE","Median age (years)",NA
"Seattle city, Washington","S0802_C04_009",51.3,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","SEX","Male",NA
"Seattle city, Washington","S0802_C04_010",48.7,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","SEX","Female",NA
"Seattle city, Washington","S0802_C04_011",NA,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race",NA
"Seattle city, Washington","S0802_C04_012",65.1,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","White"
"Seattle city, Washington","S0802_C04_013",5.7,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Black or African American"
"Seattle city, Washington","S0802_C04_014",0.6,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","American Indian and Alaska Native"
"Seattle city, Washington","S0802_C04_015",15.8,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Asian"
"Seattle city, Washington","S0802_C04_016",NA,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Native Hawaiian and Other Pacific Islander"
"Seattle city, Washington","S0802_C04_017",4.3,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Some other race"
"Seattle city, Washington","S0802_C04_018",8.1,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Two or more races",NA
"Seattle city, Washington","S0802_C04_019",10.7,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Hispanic or Latino origin (of any race)",NA
"Seattle city, Washington","S0802_C04_020",59.6,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","White alone, not Hispanic or Latino",NA
"Seattle city, Washington","S0802_C04_021",78.7,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Native",NA
"Seattle city, Washington","S0802_C04_022",21.3,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born",NA
"Seattle city, Washington","S0802_C04_023",8.5,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Naturalized U.S. citizen"
"Seattle city, Washington","S0802_C04_024",12.8,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Not a U.S. citizen"
"Seattle city, Washington","S0802_C04_025",20.9,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English",NA
"Seattle city, Washington","S0802_C04_026",15.4,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English ""very well"""
"Seattle city, Washington","S0802_C04_027",5.5,2018,"Estimate","Public transportation (excluding taxicab)","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English less than ""very well"""
"Seattle city, Washington","S0802_C04_028",102326,2018,"Estimate","Public transportation (excluding taxicab)","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings",NA,NA
"Seattle city, Washington","S0802_C04_029",6.4,2018,"Estimate","Public transportation (excluding taxicab)","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$1 to $9,999 or loss",NA
"Seattle city, Washington","S0802_C04_030",4.6,2018,"Estimate","Public transportation (excluding taxicab)","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$10,000 to $14,999",NA
"Seattle city, Washington","S0802_C04_031",7.9,2018,"Estimate","Public transportation (excluding taxicab)","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$15,000 to $24,999",NA
"Seattle city, Washington","S0802_C04_032",12.8,2018,"Estimate","Public transportation (excluding taxicab)","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$25,000 to $34,999",NA
"Seattle city, Washington","S0802_C04_033",14.5,2018,"Estimate","Public transportation (excluding taxicab)","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$35,000 to $49,999",NA
"Seattle city, Washington","S0802_C04_034",12.8,2018,"Estimate","Public transportation (excluding taxicab)","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$50,000 to $64,999",NA
"Seattle city, Washington","S0802_C04_035",7.6,2018,"Estimate","Public transportation (excluding taxicab)","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$65,000 to $74,999",NA
"Seattle city, Washington","S0802_C04_036",33.4,2018,"Estimate","Public transportation (excluding taxicab)","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$75,000 or more",NA
"Seattle city, Washington","S0802_C04_037",53899,2018,"Estimate","Public transportation (excluding taxicab)","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","Median earnings (dollars)",NA
